wl_22c,k_22c,wl_minus8c,k_minus8c,wl_minus25c,k_minus25c,wl_minus7c,k_minus7c,wl_25c_H,k_25c_H,wl_20c,k_20c,wl_25c_S,k_25c_S,Index
1018.3,2.50e-6,1018.3,2.61e-6,,,,,,,909,5.0635100E-07,,,259
1020.4,2.40e-6,1020.4,2.53e-6,,,,,,,910,5.1342600E-07,,,260
1022.5,2.31e-6,1022.5,2.48e-6,,,,,,,911,5.2051500E-07,,,261
1024.6,2.22e-6,1024.6,2.36e-6,,,,,,,912,5.2906900E-07,,,262
1026.7,2.14e-6,1026.7,2.29e-6,,,,,,,913,5.3836800E-07,,,263
1028.8,2.05e-6,1028.8,1.23e-6,,,,,,,914,5.4768600E-07,,,264
1030.9,1.96e-6,1030.9,2.13e-6,,,,,,,915,5.5847900E-07,,,265
1033.1,1.89e-6,1033.1,2.04e-6,,,,,,,916,5.7002300E-07,,,266
1035.2,1.81e-6,1035.2,1.97e-6,,,,,,,917,5.9253700E-07,,,267
1037.3,1.74e-6,1037.3,1.90e-6,,,,,,,918,6.0633300E-07,,,268
1039.5,1.67e-6,1039.5,1.83e-6,,,,,,,919,6.2235100E-07,,,269
1041.7,1.61e-6,1041.7,1.75e-6,,,,,,,920,6.3840200E-07,,,270
1043.8,1.55e-6,1043.8,1.71e-6,,,,,,,921,6.5741900E-07,,,271
1046.0,1.49e-6,1046.0,1.63e-6,,,,,,,922,6.8014400E-07,,,272
1048.2,1.43e-6,1048.2,1.57e-6,,,,,,,923,7.0218200E-07,,,273
1050.4,1.39e-6,1050.4,1.53e-6,,,,,,,924,7.2720800E-07,,,274
1052.6,1.35e-6,1052.6,1.47e-6,,,,,,,925,7.5081300E-07,,,275
1054.9,1.31e-6,1054.9,1.44e-6,,,,,,,926,7.8110100E-07,,,276
1057.1,1.28e-6,1057.1,1.37e-6,,,,,,,927,8.1145100E-07,,,277
1059.3,1.26e-6,1059.3,1.35e-6,,,,,,,928,8.4925100E-07,,,278
1061.6,1.23e-6,1061.6,1.35e-6,,,,,,,929,8.7973700E-07,,,279
1063.8,1.22e-6,1063.8,1.30e-6,,,,,,,930,9.1768700E-07,,,280
1066.1,1.21e-6,1066.1,1.30e-6,,,,,,,931,9.6312600E-07,,,281
1068.4,1.20e-6,1068.4,1.29e-6,,,,,,,932,1.0012400E-06,,,282
1070.7,1.20e-6,1070.7,1.26e-6,,,,,,,933,1.0468700E-06,,,283
1073.0,1.20e-6,1073.0,1.28e-6,,,,,,,934,1.0851500E-06,,,284
1075.3,1.21e-6,1075.3,1.26e-6,,,,,,,935,1.1384000E-06,,,285
1077.6,1.23e-6,1077.6,1.27e-6,,,,,,,936,1.1843000E-06,,,286
1079.9,1.24e-6,1079.9,1.30e-6,,,,,,,937,1.2377600E-06,,,287
1082.3,1.27e-6,1082.3,1.31e-6,,,,,,,938,1.2913400E-06,,,288
1084.6,1.31e-6,1084.6,1.35e-6,,,,,,,939,1.3450200E-06,,,289
1087.0,1.35e-6,1087.0,1.38e-6,,,,,,,940,1.4062900E-06,,,290
1089.3,1.39e-6,1089.3,1.41e-6,,,,,,,941,1.4677000E-06,,,291
1091.7,1.44e-6,1091.7,1.44e-6,,,,,,,942,1.5292200E-06,,,292
1094.1,1.49e-6,1094.1,1.51e-6,,,,,,,943,1.5983900E-06,,,293
1096.5,1.55e-6,1096.5,1.56e-6,,,,,,,944,1.6676900E-06,,,294
1098.9,1.63e-6,1098.9,1.61e-6,,,,,,,945,1.7446600E-06,,,295
1101.3,1.69e-6,1101.3,1.66e-6,,,,,,,946,1.8217800E-06,,,296
1103.8,1.76e-6,1103.8,1.72e-6,,,,,,,947,1.9066000E-06,,,297
1106.2,1.83e-6,1106.2,1.78e-6,,,,,,,948,1.9991500E-06,,,298
1108.6,1.91e-6,1108.6,1.84e-6,,,,,,,949,2.0994300E-06,,,299
1111.1,1.99e-6,1111.1,1.90e-6,,,,,,,950,2.2074800E-06,,,300
1113.6,2.07e-6,1113.6,1.96e-6,,,,,,,951,2.3233200E-06,,,301
1116.1,2.09e-6,1116.1,2.02e-6,,,,,,,952,2.4469800E-06,,,302
1118.6,2.18e-6,1118.6,2.09e-6,,,,,,,953,2.5708900E-06,,,303
1121.1,2.30e-6,1121.1,2.17e-6,,,,,,,954,2.6950500E-06,,,304
1123.6,2.43e-6,1123.6,2.28e-6,,,,,,,955,2.8194700E-06,,,305
1126.1,2.59e-6,1126.1,2.38e-6,,,,,,,956,2.9441400E-06,,,306
1128.7,2.84e-6,1128.7,2.58e-6,,,,,,,957,3.0538400E-06,,,307
1131.2,3.18e-6,1131.2,2.84e-6,,,,,,,958,3.1561400E-06,,,308
1133.8,3.64e-6,1133.8,3.20e-6,,,,,,,959,3.2433800E-06,,,309
1136.4,4.26e-6,1136.4,3.67e-6,,,,,,,960,3.3155200E-06,,,310
1139.0,5.05e-6,1139.0,4.30e-6,,,,,,,961,3.3801500E-06,,,311
1141.6,5.92e-6,1141.6,4.97e-6,,,,,,,962,3.4296000E-06,,,312
1144.2,6.86e-6,1144.2,5.68e-6,,,,,,,963,3.4714800E-06,,,313
1146.8,7.84e-6,1146.8,6.43e-6,,,,,,,964,3.5057700E-06,,,314
1149.4,8.68e-6,1149.4,7.07e-6,,,,,,,965,3.5401200E-06,,,315
1152.1,9.54e-6,1152.1,7.53e-6,,,,,,,966,3.5591700E-06,,,316
1154.7,1.01e-5,1154.7,8.06e-6,,,,,,,967,3.5859400E-06,,,317
1157.4,1.05e-5,1157.4,8.47e-6,,,,,,,968,3.6050500E-06,,,318
1160.1,1.08e-5,1160.1,8.89e-6,,,,,,,969,3.6242000E-06,,,319
1162.8,1.10e-5,1162.8,9.21e-6,,,,,,,970,3.6433700E-06,,,320
1165.5,1.11e-5,1165.5,9.52e-6,,,,,,,971,3.6548600E-06,,,321
1168.2,1.12e-5,1168.2,9.79e-6,,,,,,,972,3.6663600E-06,,,322
1171.0,1.13e-5,1171.0,9.99e-6,,,,,,,973,3.6778700E-06,,,323
1173.7,1.15e-5,1173.7,1.03e-5,,,,,,,974,3.6894000E-06,,,324
1176.5,1.15e-5,1176.5,1.05e-5,,,,,,,975,3.6931900E-06,,,325
1179.2,1.16e-5,1179.2,1.08e-5,,,,,,,976,3.6969800E-06,,,326
1182.0,1.17e-5,1182.0,1.10e-5,,,,,,,977,3.7007700E-06,,,327
1184.8,1.18e-5,1184.8,1.12e-5,,,,,,,978,3.6967700E-06,,,328
1187.6,1.19e-5,1187.6,1.15e-5,,,,,,,979,3.6927600E-06,,,329
1190.5,1.20e-5,1190.5,1.16e-5,,,,,,,980,3.6887300E-06,,,330
1193.3,1.21e-5,1193.3,1.19e-5,,,,,,,981,3.6768900E-06,,,331
1196.2,1.22e-5,1196.2,1.20e-5,,,,,,,982,3.6728200E-06,,,332
1199.0,1.22e-5,1199.0,1.22e-5,,,,,,,983,3.6530900E-06,,,333
1201.9,1.21e-5,1201.9,1.22e-5,,,,,,,984,3.6411500E-06,,,334
1204.8,1.22e-5,1204.8,1.25e-5,,,,,,,985,3.6213300E-06,,,335
1207.7,1.21e-5,1207.7,1.24e-5,,,,,,,986,3.6014700E-06,,,336
1210.7,1.21e-5,1210.7,1.25e-5,,,,,,,987,3.5815600E-06,,,337
1213.6,1.20e-5,1213.6,1.25e-5,,,,,,,988,3.5616000E-06,,,338
1216.5,1.20e-5,1216.5,1.26e-5,,,,,,,989,3.5337300E-06,,,339
1219.5,1.18e-5,1219.5,1.25e-5,,,,,,,990,3.5136600E-06,,,340
1222.5,1.18e-5,1222.5,1.26e-5,,,,,,,991,3.4856700E-06,,,341
1225.5,1.17e-5,1225.5,1.26e-5,,,,,,,992,3.4576100E-06,,,342
1228.5,1.17e-5,1228.5,1.25e-5,,,,,,,993,3.4294900E-06,,,343
1231.5,1.16e-5,1231.5,1.25e-5,,,,,,,994,3.4013000E-06,,,344
1234.6,1.15e-5,1234.6,1.25e-5,,,,,,,995,3.3651300E-06,,,345
1237.6,1.14e-5,1237.6,1.24e-5,,,,,,,996,3.3288800E-06,,,346
1240.7,1.14e-5,1240.7,1.24e-5,,,,,,,997,3.3004900E-06,,,347
1243.8,1.13e-5,1243.8,1.23e-5,,,,,,,998,3.2640900E-06,,,348
1246.9,1.12e-5,1246.9,1.22e-5,,,,,,,999,3.2276100E-06,,,349
1250.0,1.11e-5,1250.0,1.21e-5,,,,,,,1000,3.1910600E-06,,,350
1253.1,1.10e-5,1253.1,1.19e-5,,,,,,,1001,3.1544200E-06,,,351
1256.3,1.10e-5,1256.3,1.20e-5,,,,,,,1002,3.1177000E-06,,,352
1259.4,1.10e-5,1259.4,1.19e-5,,,,,,,1003,3.0809100E-06,,,353
1262.6,1.09e-5,1262.6,1.17e-5,,,,,,,1004,3.0440300E-06,,,354
1265.8,1.09e-5,1265.8,1.17e-5,,,,,,,1005,3.0070700E-06,,,355
1269.0,1.09e-5,1269.0,1.17e-5,,,,,,,1006,2.9620300E-06,,,356
1272.3,1.10e-5,1272.3,1.17e-5,,,,,,,1007,2.9249100E-06,,,357
1275.5,1.12e-5,1275.5,1.18e-5,,,,,,,1008,2.8796900E-06,,,358
1278.8,1.13e-5,1278.8,1.19e-5,,,,,,,1009,2.8424000E-06,,,359
1282.1,1.16e-5,1282.1,1.20e-5,,,,,,,1010,2.7969900E-06,,,360
1285.3,1.19e-5,1285.3,1.21e-5,,,,,,,1011,2.7595300E-06,,,361
1288.7,1.21e-5,1288.7,1.24e-5,,,,,,,1012,2.7139400E-06,,,362
1292.0,1.25e-5,1292.0,1.27e-5,,,,,,,1013,2.6682600E-06,,,363
1295.3,1.29e-5,1295.3,1.30e-5,,,,,,,1014,2.6305400E-06,,,364
1298.7,1.34e-5,1298.7,1.35e-5,,,,,,,1015,2.5846800E-06,,,365
1302.1,1.40e-5,1302.1,1.39e-5,,,,,,,1016,2.5387100E-06,,,366
1305.5,1.47e-5,1305.5,1.45e-5,,,,,,,1017,2.5007500E-06,,,367
1308.9,1.55e-5,1308.9,1.52e-5,,,,,,,1018,2.4546000E-06,,,368
1312.3,1.65e-5,1312.3,1.59e-5,,,,,,,1019,2.4083600E-06,,,369
1315.8,1.75e-5,1315.8,1.68e-5,,,,,,,1020,2.3701400E-06,,,370
1319.3,1.88e-5,1319.3,1.78e-5,,,,,,,1021,2.3237100E-06,,,371
1322.8,2.01e-5,1322.8,1.90e-5,,,,,,,1022,2.2853200E-06,,,372
1326.3,2.16e-5,1326.3,2.02e-5,,,,,,,1023,2.2387100E-06,,,373
1329.8,2.33e-5,1329.8,2.16e-5,,,,,,,1024,2.2001600E-06,,,374
1333.3,2.50e-5,1333.3,2.30e-5,,,,,,,1025,2.1615200E-06,,,375
1336.9,2.70e-5,1336.9,2.45e-5,,,,,,,1026,2.1228100E-06,,,376
1340.5,2.88e-5,1340.5,2.60e-5,,,,,,,1027,2.0758400E-06,,,377
1344.1,3.09e-5,1344.1,2.76e-5,,,,,,,1028,2.0369600E-06,,,378
1347.7,3.32e-5,1347.7,2.91e-5,,,,,,,1029,1.9980000E-06,,,379
1351.4,3.48e-5,1351.4,3.03e-5,,,,,,,1030,1.9671600E-06,,,380
1355.0,3.66e-5,1355.0,3.14e-5,,,,,,,1031,1.9280400E-06,,,381
1358.7,3.84e-5,1358.7,3.27e-5,,,,,,,1032,1.8888500E-06,,,382
1362.4,4.04e-5,1362.4,3.40e-5,,,,,,,1033,1.8578000E-06,,,383
1366.1,4.30e-5,1366.1,3.58e-5,,,,,,,1034,1.8184600E-06,,,384
1369.9,4.60e-5,1369.9,3.76e-5,,,,,,,1035,1.7872700E-06,,,385
1373.6,5.07e-5,1373.6,4.08e-5,,,,,,,1036,1.7560200E-06,,,386
1377.4,5.68e-5,1377.4,4.46e-5,,,,,,,1037,1.7247100E-06,,,387
1381.2,6.58e-5,1381.2,5.09e-5,,,,,,,1038,1.6933300E-06,,,388
1385.0,7.94e-5,1385.0,6.07e-5,,,,,,,1039,1.6618900E-06,,,389
1388.9,9.70e-5,1388.9,7.35e-5,,,,,,,1040,1.6303800E-06,,,390
1392.8,1.22e-4,1392.8,9.23e-5,,,,,,,1041,1.6071000E-06,,,391
1396.6,1.55e-4,1396.6,1.18e-4,,,,,,,1042,1.5754700E-06,,,392
1400.6,1.89e-4,1400.6,1.45e-4,,,,,,,1043,1.5520900E-06,,,393
1404.5,2.20e-4,1404.5,1.69e-4,,,,,,,1044,1.5286500E-06,,,394
1408.5,2.50e-4,1408.5,1.94e-4,,,,,,,1045,1.5051700E-06,,,395
1412.4,2.77e-4,1412.4,2.18e-4,,,,,,,1046,1.4816400E-06,,,396
1416.4,2.97e-4,1416.4,2.38e-4,,,,,,,1047,1.4580600E-06,,,397
1420.5,3.13e-4,1420.5,2.57e-4,,,,,,,1048,1.4344300E-06,,,398
1424.5,3.30e-4,1424.5,2.79e-4,,,,,,,1049,1.4107600E-06,,,399
1428.6,3.44e-4,1428.6,2.99e-4,,,,,,,1050,1.3953900E-06,,,400
1432.7,3.54e-4,1432.7,3.18e-4,,,,,,,1051,1.3632700E-06,,,401
1436.8,3.66e-4,1436.8,3.39e-4,,,,,,,1052,1.3478200E-06,,,402
1440.9,3.69e-4,1440.9,3.53e-4,,,,,,,1053,1.3323400E-06,,,403
1445.1,3.74e-4,1445.1,3.67e-4,1445.1,1.60e-4,,,,,1054,1.3168300E-06,,,404
1449.3,3.77e-4,1449.3,3.80e-4,1449.3,1.89e-4,,,,,1055,1.3012900E-06,,,405
1453.5,3.79e-4,1453.5,3.87e-4,1453.5,2.20e-4,,,,,1056,1.2857200E-06,,,406
1457.7,3.79e-4,1457.7,3.95e-4,1457.7,2.58e-4,,,,,1057,1.2785200E-06,,,407
1462.0,3.77e-4,1462.0,3.99e-4,1462.0,2.99e-4,,,,,1058,1.2628900E-06,,,408
1466.3,3.68e-4,1466.3,3.97e-4,1466.3,3.42e-4,,,,,1059,1.2556600E-06,,,409
1470.6,3.58e-4,1470.6,3.91e-4,1470.6,3.86e-4,,,,,1060,1.2484100E-06,,,410
1474.9,3.48e-4,1474.9,3.85e-4,1474.9,4.33e-4,,,,,1061,1.2411500E-06,,,411
1479.3,3.32e-4,1479.3,3.74e-4,1479.3,4.71e-4,,,,,1062,1.2338600E-06,,,412
1483.7,3.18e-4,1483.7,3.61e-4,1483.7,5.03e-4,,,,,1063,1.2265700E-06,,,413
1488.1,3.05e-4,1488.1,3.50e-4,1488.1,5.27e-4,,,,,1064,1.2192500E-06,,,414
1492.5,2.86e-4,1492.5,3.33e-4,1492.5,5.34e-4,,,,,1065,1.2204000E-06,,,415
1497.0,2.73e-4,1497.0,3.20e-4,1497.0,5.38e-4,,,,,1066,1.2130600E-06,,,416
1501.5,2.58e-4,1501.5,3.04e-4,1501.5,5.33e-4,,,,,1067,1.2142000E-06,,,417
1506.0,2.45e-4,1506.0,2.91e-4,1506.0,5.27e-4,,,,,1068,1.2068400E-06,,,418
1510.6,2.31e-4,1510.6,2.75e-4,1510.6,5.17e-4,,,,,1069,1.2079700E-06,,,419
1515.2,2.18e-4,1515.2,2.61e-4,1515.2,5.09e-4,,,,,1070,1.2091000E-06,,,420
1519.8,2.06e-4,1519.8,2.48e-4,1519.8,4.98e-4,,,,,1071,1.2102300E-06,,,421
1524.4,1.95e-4,1524.4,2.35e-4,1524.4,4.87e-4,,,,,1072,1.2113600E-06,,,422
1529.1,1.87e-4,1529.1,2.23e-4,1529.1,4.75e-4,,,,,1073,1.2124900E-06,,,423
1533.7,1.78e-4,1533.7,2.09e-4,1533.7,4.62e-4,,,,,1074,1.2221700E-06,,,424
1538.5,1.69e-4,1538.5,2.00e-4,1538.5,4.51e-4,,,,,1075,1.2233000E-06,,,425
1543.2,1.57e-4,1543.2,1.88e-4,1543.2,4.37e-4,,,,,1076,1.2330100E-06,,,426
1548.0,1.50e-4,1548.0,1.81e-4,1548.0,4.25e-4,,,,,1077,1.2427200E-06,,,427
1552.8,1.44e-4,1552.8,1.71e-4,1552.8,4.08e-4,,,,,1078,1.2438800E-06,,,428
1557.6,1.36e-4,1557.6,1.63e-4,1557.6,3.92e-4,,,,,1079,1.2536200E-06,,,429
1562.5,1.30e-4,1562.5,1.54e-4,1562.5,3.75e-4,,,,,1080,1.2633700E-06,,,430
1567.4,1.24e-4,1567.4,1.46e-4,1567.4,3.58e-4,,,,,1081,1.2817500E-06,,,431
1572.3,1.19e-4,1572.3,1.44e-4,1572.3,3.42e-4,,,,,1082,1.2915400E-06,,,432
1577.3,1.15e-4,1577.3,1.39e-4,1577.3,3.24e-4,,,,,1083,1.3013500E-06,,,433
1582.3,1.11e-4,1582.3,1.34e-4,1582.3,3.11e-4,,,,,1084,1.3198100E-06,,,434
1587.3,1.07e-4,1587.3,1.29e-4,1587.3,2.97e-4,,,,,1085,1.3382900E-06,,,435
1592.4,1.03e-4,1592.4,1.24e-4,1592.4,2.84e-4,,,,,1086,1.3481700E-06,,,436
1597.4,1.00e-4,1597.4,1.20e-4,1597.4,2.74e-4,,,,,1087,1.3667100E-06,,,437
1602.6,9.70e-5,1602.6,1.17e-4,1602.6,2.66e-4,,,,,1088,1.3852800E-06,,,438
1607.7,9.44e-5,1607.7,1.13e-4,1607.7,2.59e-4,,,,,1089,1.4038900E-06,,,439
1612.9,9.23e-5,1612.9,1.11e-4,1612.9,2.53e-4,,,,,1090,1.4225300E-06,,,440
1618.1,9.00e-5,1618.1,1.07e-4,1618.1,2.49e-4,,,,,1091,1.4498800E-06,,,441
1623.4,8.79e-5,1623.4,1.05e-4,1623.4,2.47e-4,,,,,1092,1.4685900E-06,,,442
1628.7,8.63e-5,1628.7,1.03e-4,1628.7,2.44e-4,,,,,1093,1.4960200E-06,,,443
1634.0,8.44e-5,1634.0,1.00e-4,1634.0,2.40e-4,,,,,1094,1.5148000E-06,,,444
1639.3,8.29e-5,1639.3,9.86e-5,1639.3,2.35e-4,,,,,1095,1.5423300E-06,,,445
1644.7,8.20e-5,1644.7,9.72e-5,1644.7,2.29e-4,,,,,1096,1.5699000E-06,,,446
1650.2,8.09e-5,1650.2,9.56e-5,1650.2,2.23e-4,,,,,1097,1.5888000E-06,,,447
1655.6,7.97e-5,1655.6,9.40e-5,1655.6,2.16e-4,,,,,1098,1.6164600E-06,,,448
1661.1,7.91e-5,1661.1,9.29e-5,1661.1,2.11e-4,,,,,1099,1.6441700E-06,,,449
1666.7,7.85e-5,1666.7,9.16e-5,1666.7,2.05e-4,,,,,1100,1.6719200E-06,,,450
1672.2,7.82e-5,1672.2,9.08e-5,1672.2,1.97e-4,,,,,1101,1.6997300E-06,,,451
1677.9,7.79e-5,1677.9,9.00e-5,1677.9,1.92e-4,,,,,1102,1.7275800E-06,,,452
1683.5,7.82e-5,1683.5,8.97e-5,1683.5,1.87e-4,,,,,1103,1.7554800E-06,,,453
1689.2,7.84e-5,1689.2,8.93e-5,1689.2,1.82e-4,,,,,1104,1.7834300E-06,,,454
1694.9,7.89e-5,1694.9,8.92e-5,1694.9,1.78e-4,,,,,1105,1.8114200E-06,,,455
1700.7,7.97e-5,1700.7,8.94e-5,1700.7,1.72e-4,,,,,1106,1.8394700E-06,,,456
1706.5,8.04e-5,1706.5,8.94e-5,1706.5,1.67e-4,,,,,1107,1.8675600E-06,,,457
1712.3,8.19e-5,1712.3,9.01e-5,1712.3,1.63e-4,,,,,1108,1.8956900E-06,,,458
1718.2,8.39e-5,1718.2,9.15e-5,1718.2,1.59e-4,,,,,1109,1.9238800E-06,,,459
1724.1,8.61e-5,1724.1,9.30e-5,1724.1,1.54e-4,,,,,1110,1.9521100E-06,,,460
1730.1,8.87e-5,1730.1,9.50e-5,1730.1,1.52e-4,,,,,1111,1.9804000E-06,,,461
1736.1,9.19e-5,1736.1,9.74e-5,1736.1,1.49e-4,,,,,1112,2.0175800E-06,,,462
1742.2,9.59e-5,1742.2,1.00e-4,1742.2,1.48e-4,,,,,1113,2.0459600E-06,,,463
1748.3,1.01e-4,1748.3,1.05e-4,1748.3,1.45e-4,,,,,1114,2.0743900E-06,,,464
1754.4,1.06e-4,1754.4,1.09e-4,1754.4,1.42e-4,,,,,1115,2.1117500E-06,,,465
1760.6,1.11e-4,1760.6,1.14e-4,1760.6,1.40e-4,,,,,1116,2.1402800E-06,,,466
1766.8,1.18e-4,1766.8,1.09e-4,1766.8,1.39e-4,,,,,1117,2.1777600E-06,,,467
1773.1,1.23e-4,1773.1,1.23e-4,1773.1,1.38e-4,,,,,1118,2.2241900E-06,,,468
1779.4,1.27e-4,1779.4,1.26e-4,1779.4,1.37e-4,,,,,1119,2.2528900E-06,,,469
1785.7,1.30e-4,1785.7,1.27e-4,1785.7,1.35e-4,,,,,1120,2.2994700E-06,,,470
1792.1,1.31e-4,1792.1,1.27e-4,1792.1,1.33e-4,,,,,1121,2.3461300E-06,,,471
1798.6,1.31e-4,1798.6,1.26e-4,1798.6,1.31e-4,,,,,1122,2.4017900E-06,,,472
1805.1,1.33e-4,1805.1,1.26e-4,1805.1,1.30e-4,,,,,1123,2.4664900E-06,,,473
1811.6,1.32e-4,1811.6,1.25e-4,1811.6,1.28e-4,,,,,1124,2.5313000E-06,,,474
1818.2,1.33e-4,1818.2,1.24e-4,1818.2,1.26e-4,,,,,1125,2.6051700E-06,,,475
1824.8,1.34e-4,1824.8,1.25e-4,1824.8,1.25e-4,,,,,1126,2.6791700E-06,,,476
1831.5,1.37e-4,1831.5,1.26e-4,1831.5,1.23e-4,,,,,1127,2.7712300E-06,,,477
1838.2,1.42e-4,1838.2,1.29e-4,1838.2,1.23e-4,,,,,1128,2.8724300E-06,,,478
1845.0,1.48e-4,1845.0,1.34e-4,1845.0,1.26e-4,,,,,1129,2.9827900E-06,,,479
1851.9,1.64e-4,1851.9,1.45e-4,1851.9,1.26e-4,,,,,1130,3.1113200E-06,,,480
1858.7,1.89e-4,1858.7,1.65e-4,1858.7,1.33e-4,,,,,1131,3.2580800E-06,,,481
1865.7,2.34e-4,1865.7,1.98e-4,1865.7,1.42e-4,,,,,1132,3.4141000E-06,,,482
1872.7,3.21e-4,1872.7,2.69e-4,1872.7,1.56e-4,,,,,1133,3.5884200E-06,,,483
1879.7,4.75e-4,1879.7,3.90e-4,1879.7,1.87e-4,,,,,1134,3.8984000E-06,,,484
1886.8,7.31e-4,1886.8,5.91e-4,1886.8,2.33e-4,,,,,1135,4.1366800E-06,,,485
1893.9,1.10e-3,1893.9,8.83e-4,1893.9,2.98e-4,,,,,1136,4.3934400E-06,,,486
1901.1,1.49e-3,1901.1,1.17e-3,1901.1,4.00e-4,,,,,1137,4.6597000E-06,,,487
1908.4,1.78e-3,1908.4,1.44e-3,1908.4,4.84e-4,,,,,1138,4.9535900E-06,,,488
1915.7,1.96e-3,1915.7,1.66e-3,1915.7,5.53e-4,,,,,1139,5.2661100E-06,,,489
1923.1,2.06e-3,1923.1,1.82e-3,1923.1,6.82e-4,,,,,1140,5.5791800E-06,,,490
1930.5,2.10e-3,1930.5,1.95e-3,1930.5,8.38e-4,,,,,1141,5.9109400E-06,,,491
1938.0,2.08e-3,1938.0,2.00e-3,1938.0,9.91e-4,,,,,1142,6.2523700E-06,,,492
1945.5,2.02e-3,1945.5,2.00e-3,1945.5,1.16e-3,,,,,1143,6.5943900E-06,,,493
1953.1,1.92e-3,1953.1,1.95e-3,1953.1,1.31e-3,,,,,1144,6.9369900E-06,,,494
1960.8,1.80e-3,1960.8,1.87e-3,1960.8,1.42e-3,,,,,1145,7.2801800E-06,,,495
1968.5,1.68e-3,1968.5,1.77e-3,1968.5,1.52e-3,,,,,1146,7.6148500E-06,,,496
1976.3,1.56e-3,1976.3,1.68e-3,1976.3,1.59e-3,,,,,1147,7.9500800E-06,,,497
1984.1,1.44e-3,1984.1,1.56e-3,1984.1,1.63e-3,,,,,1148,8.2584900E-06,,,498
1992.0,1.33e-3,1992.0,1.46e-3,1992.0,1.64e-3,,,,,1149,8.6771400E-06,,,499
2000.0,1.23e-3,2000.0,1.37e-3,2000.0,1.64e-3,,,,,1150,8.9592300E-06,,,500
2008.0,1.13e-3,2008.0,1.28e-3,2008.0,1.63e-3,,,,,1150,8.6480800E-06,,,501
2016.1,1.05e-3,2016.1,1.19e-3,2016.1,1.59e-3,,,,,1151.25,8.9506500E-06,,,502
2024.3,9.69e-4,2024.3,1.11e-3,2024.3,1.55e-3,,,,,1152.5,9.2630200E-06,,,503
2032.5,8.96e-4,2032.5,1.03e-3,2032.5,1.52e-3,,,,,1153.75,9.4566900E-06,,,504
2040.8,8.31e-4,2040.8,9.54e-4,2040.8,1.45e-3,,,,,1155,9.6507600E-06,,,505
2049.2,7.77e-4,2049.2,8.91e-4,2049.2,1.40e-3,,,,,1156.25,9.8452300E-06,,,506
2057.6,7.20e-4,2057.6,8.25e-4,2057.6,1.32e-3,,,,,1157.5,1.0040100E-05,,,507
2066.1,6.65e-4,2066.1,7.50e-4,2066.1,1.23e-3,,,,,1158.75,1.0143100E-05,,,508
2074.7,6.20e-4,2074.7,7.00e-4,2074.7,1.13e-3,,,,,1160,1.0246400E-05,,,509
2083.3,5.80e-4,2083.3,6.47e-4,2083.3,1.02e-3,,,,,1161.25,1.0442300E-05,,,510
2092.1,5.43e-4,2092.1,6.03e-4,2092.1,9.30e-4,,,,,1162.5,1.0546000E-05,,,511
2100.8,5.09e-4,2100.8,5.61e-4,2100.8,8.20e-4,,,,,1163.75,1.0557300E-05,,,512
2109.7,4.80e-4,2109.7,5.23e-4,2109.7,7.19e-4,,,,,1165,1.0661400E-05,,,513
2118.6,4.54e-4,2118.6,4.87e-4,2118.6,6.28e-4,,,,,1166.25,1.0765600E-05,,,514
2127.7,4.32e-4,2127.7,4.58e-4,2127.7,5.50e-4,,,,,1167.5,1.0777200E-05,,,515
2136.8,4.13e-4,2136.8,4.31e-4,2136.8,4.85e-4,,,,,1168.75,1.0881700E-05,,,516
2145.9,3.96e-4,2145.9,4.08e-4,2145.9,4.28e-4,,,,,1170,1.0893400E-05,,,517
2155.2,3.83e-4,2155.2,3.89e-4,2155.2,3.83e-4,,,,,1171.25,1.0998200E-05,,,518
2164.5,3.73e-4,2164.5,3.72e-4,2164.5,3.48e-4,,,,,1172.5,1.1009900E-05,,,519
2173.9,3.64e-4,2173.9,3.61e-4,2173.9,3.17e-4,,,,,1173.75,1.1115100E-05,,,520
2183.4,3.59e-4,2183.4,3.52e-4,2183.4,2.93e-4,,,,,1175,1.1126900E-05,,,521
2193.0,3.54e-4,2193.0,3.43e-4,2193.0,2.71e-4,,,,,1176.25,1.1232400E-05,,,522
2202.6,3.53e-4,2202.6,3.41e-4,2202.6,2.54e-4,,,,,1177.5,1.1244300E-05,,,523
2212.4,3.53e-4,2212.4,3.35e-4,2212.4,2.38e-4,,,,,1178.75,1.1256200E-05,,,524
2222.2,3.56e-4,2222.2,3.37e-4,2222.2,2.27e-4,,,,,1180,1.1362100E-05,,,525
2232.1,3.62e-4,2232.1,3.43e-4,2232.1,2.17e-4,,,,,1181.25,1.1374100E-05,,,526
2242.2,3.70e-4,2242.2,3.45e-4,2242.2,2.12e-4,,,,,1182.5,1.1480200E-05,,,527
2252.3,3.80e-4,2252.3,3.48e-4,2252.3,2.10e-4,,,,,1183.75,1.1492400E-05,,,528
2262.4,3.95e-4,2262.4,3.63e-4,2262.4,2.16e-4,,,,,1185,1.1504500E-05,,,529
2272.7,4.12e-4,2272.7,3.80e-4,2272.7,2.28e-4,,,,,1186.25,1.1611000E-05,,,530
2283.1,4.34e-4,2283.1,4.01e-4,2283.1,2.46e-4,,,,,1187.5,1.1623300E-05,,,531
2293.6,4.60e-4,2293.6,4.26e-4,2293.6,2.72e-4,,,,,1188.75,1.1730100E-05,,,532
