wl_22c,k_22c,wl_minus8c,k_minus8c,wl_minus25c,k_minus25c,wl_minus7c,k_minus7c,wl_25c_H,k_25c_H,wl_20c,k_20c,wl_25c_S,k_25c_S,Index
2304.1,4.89e-4,2304.1,4.55e-4,2304.1,3.03e-4,,,,,1190,1.1742500E-05,,,533
2314.8,5.24e-4,2314.8,4.90e-4,2314.8,3.40e-4,,,,,1191.25,1.1849600E-05,,,534
2325.6,5.64e-4,2325.6,5.31e-4,2325.6,3.81e-4,,,,,1192.5,1.1862000E-05,,,535
2336.4,6.07e-4,2336.4,5.70e-4,2336.4,4.20e-4,,,,,1193.75,1.1969400E-05,,,536
2347.4,6.75e-4,2347.4,6.19e-4,2347.4,4.61e-4,,,,,1195,1.1982000E-05,,,537
2358.5,7.11e-4,2358.5,6.73e-4,2358.5,4.97e-4,,,,,1196.25,1.1994500E-05,,,538
2369.7,7.70e-4,2369.7,7.31e-4,2369.7,5.27e-4,,,,,1197.5,1.2007000E-05,,,539
2381.0,8.35e-4,2381.0,7.81e-4,2381.0,5.54e-4,,,,,1198.75,1.2019600E-05,,,540
2392.3,9.05e-4,2392.3,8.50e-4,2392.3,5.77e-4,,,,,1200,1.2032100E-05,,,541
2403.8,9.84e-4,2403.8,9.20e-4,2403.8,5.99e-4,,,,,1201.25,1.2044600E-05,,,542
2415.5,1.07e-3,2415.5,9.94e-4,2415.5,6.21e-4,,,,,1202.5,1.1961500E-05,,,543
2427.2,1.17e-3,2427.2,1.08e-3,2427.2,6.40e-4,,,,,1203.75,1.1973900E-05,,,544
2439.0,1.27e-3,2439.0,1.17e-3,2439.0,6.61e-4,,,,,1205,1.1986400E-05,,,545
2451.0,1.40e-3,2451.0,1.25e-3,2451.0,6.91e-4,,,,,1206.25,1.1998800E-05,,,546
2463.1,1.56e-3,2463.1,1.42e-3,2463.1,7.20e-4,,,,,1207.5,1.2011200E-05,,,547
2475.2,1.71e-3,2475.2,1.56e-3,2475.2,7.44e-4,,,,,1208.75,1.1927500E-05,,,548
2487.6,1.87e-3,2487.6,1.68e-3,2487.6,7.72e-4,,,,,1210,1.1939800E-05,,,549
2500.0,2.00e-3,2500.0,1.76e-3,2500.0,8.04e-4,,,,,1211.25,1.1952100E-05,,,550
,,,,,,,,,,1212.5,1.1868000E-05,,,551
,,,,,,,,,,1213.75,1.1880200E-05,,,552
,,,,,,,,,,1215,1.1892500E-05,,,553
,,,,,,,,,,1216.25,1.1807900E-05,,,554
,,,,,,,,,,1217.5,1.1820000E-05,,,555
,,,,,,,,,,1218.75,1.1832200E-05,,,556
,,,,,,,,,,1220,1.1844300E-05,,,557
,,,,,,,,,,1221.25,1.1759300E-05,,,558
,,,,,,,,,,1222.5,1.1771300E-05,,,559
,,,,,,,,,,1223.75,1.1686000E-05,,,560
,,,,,,,,,,1225,1.1697900E-05,,,561
,,,,,,,,,,1226.25,1.1612200E-05,,,562
,,,,,,,,,,1227.5,1.1624100E-05,,,563
,,,,,,,,,,1228.75,1.1635900E-05,,,564
,,,,,,,,,,1230,1.1549900E-05,,,565
,,,,,,,,,,1231.25,1.1561600E-05,,,566
,,,,,,,,,,1232.5,1.1573300E-05,,,567
,,,,,,,,,,1233.75,1.1486900E-05,,,568
,,,,,,,,,,1235,1.1498500E-05,,,569
,,,,,,,,,,1236.25,1.1411800E-05,,,570
,,,,,,,,,,1237.5,1.1423300E-05,,,571
,,,,,,,,,,1238.75,1.1336300E-05,,,572
,,,,,,,,,,1240,1.1347700E-05,,,573
,,,,,,,,,,1241.25,1.1260400E-05,,,574
,,,,,,,,,,1242.5,1.1271800E-05,,,575
,,,,,,,,,,1243.75,1.1283100E-05,,,576
,,,,,,,,,,1245,1.1195400E-05,,,577
,,,,,,,,,,1246.25,1.1206600E-05,,,578
,,,,,,,,,,1247.5,1.1118600E-05,,,579
,,,,,,,,,,1248.75,1.1129700E-05,,,580
,,,,,,,,,,1250,1.1041400E-05,,,581
,,,,,,,,,,1251.25,1.1052400E-05,,,582
,,,,,,,,,,1252.5,1.1063500E-05,,,583
,,,,,,,,,,1253.75,1.0974700E-05,,,584
,,,,,,,,,,1255,1.0985700E-05,,,585
,,,,,,,,,,1256.25,1.0996600E-05,,,586
,,,,,,,,,,1257.5,1.0907500E-05,,,587
,,,,,,,,,,1258.75,1.0918300E-05,,,588
,,,,,,,,,,1260,1.0929200E-05,,,589
,,,,,,,,,,1261.25,1.0940000E-05,,,590
,,,,,,,,,,1262.5,1.0850400E-05,,,591
,,,,,,,,,,1263.75,1.0961700E-05,,,592
,,,,,,,,,,1265,1.0871900E-05,,,593
,,,,,,,,,,1266.25,1.0882600E-05,,,594
,,,,,,,,,,1267.5,1.0893400E-05,,,595
,,,,,,,,,,1268.75,1.1005100E-05,,,596
,,,,,,,,,,1270,1.0914800E-05,,,597
,,,,,,,,,,1271.25,1.1026800E-05,,,598
,,,,,,,,,,1272.5,1.1037600E-05,,,599
,,,,,,,,,,1273.75,1.1048400E-05,,,600
,,,,,,,,,,1275,1.1059300E-05,,,601
,,,,,,,,,,1276.25,1.1171700E-05,,,602
,,,,,,,,,,1277.5,1.1182600E-05,,,603
,,,,,,,,,,1278.75,1.1295300E-05,,,604
,,,,,,,,,,1280,1.1306400E-05,,,605
,,,,,,,,,,1281.25,1.1419400E-05,,,606
,,,,,,,,,,1282.5,1.1532600E-05,,,607
,,,,,,,,,,1283.75,1.1646000E-05,,,608
,,,,,,,,,,1285,1.1657300E-05,,,609
,,,,,,,,,,1286.25,1.1771000E-05,,,610
,,,,,,,,,,1287.5,1.1884900E-05,,,611
,,,,,,,,,,1288.75,1.1999000E-05,,,612
,,,,,,,,,,1290,1.2113300E-05,,,613
,,,,,,,,,,1291.25,1.2433300E-05,,,614
,,,,,,,,,,1292.5,1.2651000E-05,,,615
,,,,,,,,,,1293.75,1.2766200E-05,,,616
,,,,,,,,,,1295,1.2984700E-05,,,617
,,,,,,,,,,1296.25,1.3100300E-05,,,618
,,,,,,,,,,1297.5,1.3319500E-05,,,619
,,,,,,,,,,1298.75,1.3539000E-05,,,620
,,,,,,,,,,1300,1.3758900E-05,,,621
,,,,,,,,,,1301.25,1.3979300E-05,,,622
,,,,,,,,,,1302.5,1.4200000E-05,,,623
,,,,,,,,,,1303.75,1.4421100E-05,,,624
,,,,,,,,,,1305,1.4746500E-05,,,625
,,,,,,,,,,1306.25,1.4968500E-05,,,626
,,,,,,,,,,1307.5,1.5295000E-05,,,627
,,,,,,,,,,1308.75,1.5622100E-05,,,628
,,,,,,,,,,1310,1.5949700E-05,,,629
,,,,,,,,,,1311.25,1.6278000E-05,,,630
,,,,,,,,,,1312.5,1.6606800E-05,,,631
,,,,,,,,,,1313.75,1.6936300E-05,,,632
,,,,,,,,,,1315,1.7371000E-05,,,633
,,,,,,,,,,1316.25,1.7806500E-05,,,634
,,,,,,,,,,1317.5,1.8242700E-05,,,635
,,,,,,,,,,1318.75,1.8679800E-05,,,636
,,,,,,,,,,1320,1.9117700E-05,,,637
,,,,,,,,,,1321.25,1.9556400E-05,,,638
,,,,,,,,,,1322.5,2.0101100E-05,,,639
,,,,,,,,,,1323.75,2.0541400E-05,,,640
,,,,,,,,,,1325,2.1088000E-05,,,641
,,,,,,,,,,1326.25,2.1635600E-05,,,642
,,,,,,,,,,1327.5,2.2184200E-05,,,643
,,,,,,,,,,1328.75,2.2733800E-05,,,644
,,,,,,,,,,1330,2.3390200E-05,,,645
,,,,,,,,,,1331.25,2.4153800E-05,,,646
,,,,,,,,,,1332.5,2.4812700E-05,,,647
,,,,,,,,,,1333.75,2.5472700E-05,,,648
,,,,,,,,,,1335,2.6027800E-05,,,649
,,,,,,,,,,1336.25,2.6690200E-05,,,650
,,,,,,,,,,1337.5,2.7353800E-05,,,651
,,,,,,,,,,1338.75,2.8018500E-05,,,652
,,,,,,,,,,1340,2.8577900E-05,,,653
,,,,,,,,,,1341.25,2.9244900E-05,,,654
,,,,,,,,,,1342.5,2.9913200E-05,,,655
,,,,,,,,,,1343.75,3.0475700E-05,,,656
,,,,,,,,,,1345,3.1039200E-05,,,657
,,,,,,,,,,1346.25,3.1710800E-05,,,658
,,,,,,,,,,1347.5,3.2276400E-05,,,659
,,,,,,,,,,1348.75,3.2843000E-05,,,660
,,,,,,,,,,1350,3.3410600E-05,,,661
,,,,,,,,,,1351.25,3.3979200E-05,,,662
,,,,,,,,,,1352.5,3.4548800E-05,,,663
,,,,,,,,,,1353.75,3.5119300E-05,,,664
,,,,,,,,,,1355,3.5583100E-05,,,665
,,,,,,,,,,1356.25,3.6263500E-05,,,666
,,,,,,,,,,1357.5,3.6729000E-05,,,667
,,,,,,,,,,1358.75,3.7303400E-05,,,668
,,,,,,,,,,1360,3.7878900E-05,,,669
,,,,,,,,,,1361.25,3.8563600E-05,,,670
,,,,,,,,,,1362.5,3.9358000E-05,,,671
,,,,,,,,,,1363.75,4.0045300E-05,,,672
,,,,,,,,,,1365,4.0842300E-05,,,673
,,,,,,,,,,1366.25,4.1858200E-05,,,674
,,,,,,,,,,1367.5,4.2658300E-05,,,675
,,,,,,,,,,1368.75,4.3786500E-05,,,676
,,,,,,,,,,1370,4.5025700E-05,,,677
,,,,,,,,,,1371.25,4.6812700E-05,,,678
,,,,,,,,,,1372.5,4.8275300E-05,,,679
,,,,,,,,,,1373.75,4.9959000E-05,,,680
,,,,,,,,,,1375,5.1755200E-05,,,681
,,,,,,,,,,1376.25,5.3883100E-05,,,682
,,,,,,,,,,1377.5,5.6234000E-05,,,683
,,,,,,,,,,1378.75,5.8698800E-05,,,684
,,,,,,,,,,1380,6.1497500E-05,,,685
,,,,,,,,,,1381.25,6.5510200E-05,,,686
,,,,,,,,,,1382.5,6.9420000E-05,,,687
,,,,,,,,,,1383.75,7.3887400E-05,,,688
,,,,,,,,,,1385,7.8693400E-05,,,689
,,,,,,,,,,1386.25,8.3728500E-05,,,690
,,,,,,,,,,1387.5,8.9324700E-05,,,691
,,,,,,,,,,1388.75,9.5483400E-05,,,692
,,,,,,,,,,1390,1.0176400E-04,,,693
,,,,,,,,,,1391.25,1.1181900E-04,,,694
,,,,,,,,,,1392.5,1.1856800E-04,,,695
,,,,,,,,,,1393.75,1.2754800E-04,,,696
,,,,,,,,,,1395,1.3543300E-04,,,697
,,,,,,,,,,1396.25,1.4444300E-04,,,698
,,,,,,,,,,1397.5,1.5346900E-04,,,699
,,,,,,,,,,1398.75,1.6251100E-04,,,700
,,,,,,,,,,1400,1.7045500E-04,,,701
,,,,,,,,,,1401.25,1.8064300E-04,,,702
,,,,,,,,,,1402.5,1.8973300E-04,,,703
,,,,,,,,,,1403.75,1.9772100E-04,,,704
,,,,,,,,,,1405,2.0684200E-04,,,705
,,,,,,,,,,1406.25,2.1485900E-04,,,706
,,,,,,,,,,1407.5,2.2289100E-04,,,707
,,,,,,,,,,1408.75,2.2981500E-04,,,708
,,,,,,,,,,1410,2.3675100E-04,,,709
,,,,,,,,,,1411.25,2.4369900E-04,,,710
,,,,,,,,,,1412.5,2.4953500E-04,,,711
,,,,,,,,,,1413.75,2.5538100E-04,,,712
,,,,,,,,,,1415,2.6123700E-04,,,713
,,,,,,,,,,1416.25,2.6597600E-04,,,714
,,,,,,,,,,1417.5,2.7072300E-04,,,715
,,,,,,,,,,1418.75,2.7547700E-04,,,716
,,,,,,,,,,1420,2.8024000E-04,,,717
,,,,,,,,,,1421.25,2.8274900E-04,,,718
,,,,,,,,,,1422.5,2.8639300E-04,,,719
,,,,,,,,,,1423.75,2.9004400E-04,,,720
,,,,,,,,,,1425,2.9370100E-04,,,721
,,,,,,,,,,1426.25,2.9622800E-04,,,722
,,,,,,,,,,1427.5,2.9876000E-04,,,723
,,,,,,,,,,1428.75,3.0129500E-04,,,724
,,,,,,,,,,1430,3.0383500E-04,,,725
,,,,,,,,,,1431.25,3.0523900E-04,,,726
,,,,,,,,,,1432.5,3.0778600E-04,,,727
,,,,,,,,,,1433.75,3.0919500E-04,,,728
,,,,,,,,,,1435,3.1060700E-04,,,729
,,,,,,,,,,1436.25,3.1202000E-04,,,730
,,,,,,,,,,1437.5,3.1343600E-04,,,731
,,,,,,,,,,1438.75,3.1485300E-04,,,732
,,,,,,,,,,1440,3.1512700E-04,,,733
,,,,,,,,,,1441.25,3.1654700E-04,,,734
,,,,,,,,,,1442.5,3.1797000E-04,,,735
,,,,,,,,,,1443.75,3.1824500E-04,,,736
,,,,,,,,,,1445,3.1852100E-04,,,737
,,,,,,,,,,1446.25,3.1994700E-04,,,738
,,,,,,,,,,1447.5,3.2022400E-04,,,739
,,,,,,,,,,1448.75,3.2050000E-04,,,740
,,,,,,,,,,1450,3.2077700E-04,,,741
,,,,,,,,,,1451.25,3.2105300E-04,,,742
,,,,,,,,,,1452.5,3.2133000E-04,,,743
,,,,,,,,,,1453.75,3.2160600E-04,,,744
,,,,,,,,,,1455,3.2188300E-04,,,745
,,,,,,,,,,1456.25,3.2215900E-04,,,746
,,,,,,,,,,1457.5,3.2127600E-04,,,747
,,,,,,,,,,1458.75,3.2155200E-04,,,748
,,,,,,,,,,1460,3.2182700E-04,,,749
,,,,,,,,,,1461.25,3.2210300E-04,,,750
,,,,,,,,,,1462.5,3.2237800E-04,,,751
,,,,,,,,,,1463.75,3.2148900E-04,,,752
,,,,,,,,,,1465,3.2059800E-04,,,753
,,,,,,,,,,1466.25,3.1970400E-04,,,754
,,,,,,,,,,1467.5,3.1880900E-04,,,755
,,,,,,,,,,1468.75,3.1791200E-04,,,756
,,,,,,,,,,1470,3.1701300E-04,,,757
,,,,,,,,,,1471.25,3.1611200E-04,,,758
,,,,,,,,,,1472.5,3.1520800E-04,,,759
,,,,,,,,,,1473.75,3.1313000E-04,,,760
,,,,,,,,,,1475,3.1104800E-04,,,761
,,,,,,,,,,1476.25,3.0896300E-04,,,762
,,,,,,,,,,1477.5,3.0804800E-04,,,763
,,,,,,,,,,1478.75,3.0595500E-04,,,764
,,,,,,,,,,1480,3.0385900E-04,,,765
,,,,,,,,,,1481.25,3.0175800E-04,,,766
,,,,,,,,,,1482.5,2.9847300E-04,,,767
,,,,,,,,,,1483.75,2.9636300E-04,,,768
,,,,,,,,,,1485,2.9306800E-04,,,769
,,,,,,,,,,1486.25,2.9094900E-04,,,770
,,,,,,,,,,1487.5,2.8764300E-04,,,771
,,,,,,,,,,1488.75,2.8551500E-04,,,772
,,,,,,,,,,1490,2.8219800E-04,,,773
,,,,,,,,,,1491.25,2.7887400E-04,,,774
,,,,,,,,,,1492.5,2.7673300E-04,,,775
,,,,,,,,,,1493.75,2.7339800E-04,,,776
,,,,,,,,,,1495,2.7005800E-04,,,777
,,,,,,,,,,1496.25,2.6671200E-04,,,778
,,,,,,,,,,1497.5,2.6336000E-04,,,779
,,,,,,,,,,1498.75,2.6000100E-04,,,780
,,,,,,,,,,1500,2.5663700E-04,,,781
,,,,,,,,,,1501.25,2.5446200E-04,,,782
,,,,,,,,,,1502.5,2.5108700E-04,,,783
,,,,,,,,,,1503.75,2.4770600E-04,,,784
,,,,,,,,,,1505,2.4431900E-04,,,785
,,,,,,,,,,1506.25,2.4092600E-04,,,786
,,,,,,,,,,1507.5,2.3872600E-04,,,787
,,,,,,,,,,1508.75,2.3412200E-04,,,788
,,,,,,,,,,1510,2.3191300E-04,,,789
,,,,,,,,,,1511.25,2.2849700E-04,,,790
,,,,,,,,,,1512.5,2.2507500E-04,,,791
,,,,,,,,,,1513.75,2.2164700E-04,,,792
,,,,,,,,,,1515,2.1941900E-04,,,793
,,,,,,,,,,1516.25,2.1598000E-04,,,794
,,,,,,,,,,1517.5,2.1253600E-04,,,795
,,,,,,,,,,1518.75,2.1029300E-04,,,796
,,,,,,,,,,1520,2.0683800E-04,,,797
,,,,,,,,,,1521.25,2.0458700E-04,,,798
,,,,,,,,,,1522.5,2.0112000E-04,,,799
,,,,,,,,,,1523.75,1.9886000E-04,,,800
,,,,,,,,,,1525,1.9538300E-04,,,801
,,,,,,,,,,1526.25,1.9311400E-04,,,802
,,,,,,,,,,1527.5,1.9084100E-04,,,803
,,,,,,,,,,1528.75,1.8734700E-04,,,804
,,,,,,,,,,1530,1.8506500E-04,,,805
,,,,,,,,,,1531.25,1.8278000E-04,,,806
,,,,,,,,,,1532.5,1.8049000E-04,,,807
,,,,,,,,,,1533.75,1.7697500E-04,,,808
,,,,,,,,,,1535,1.7467700E-04,,,809
,,,,,,,,,,1536.25,1.7237400E-04,,,810
,,,,,,,,,,1537.5,1.7006700E-04,,,811
,,,,,,,,,,1538.75,1.6898100E-04,,,812
,,,,,,,,,,1540,1.6666700E-04,,,813
,,,,,,,,,,1541.25,1.6434900E-04,,,814
,,,,,,,,,,1542.5,1.6202800E-04,,,815
,,,,,,,,,,1543.75,1.5970200E-04,,,816
,,,,,,,,,,1545,1.5737200E-04,,,817
,,,,,,,,,,1546.25,1.5503900E-04,,,818
,,,,,,,,,,1547.5,1.5270100E-04,,,819
,,,,,,,,,,1548.75,1.5159200E-04,,,820
,,,,,,,,,,1550,1.4924800E-04,,,821
,,,,,,,,,,1551.25,1.4689900E-04,,,822
,,,,,,,,,,1552.5,1.4578200E-04,,,823
,,,,,,,,,,1553.75,1.4342600E-04,,,824
,,,,,,,,,,1555,1.4230400E-04,,,825
,,,,,,,,,,1556.25,1.3994200E-04,,,826
,,,,,,,,,,1557.5,1.3881500E-04,,,827
,,,,,,,,,,1558.75,1.3644600E-04,,,828
,,,,,,,,,,1560,1.3531400E-04,,,829
,,,,,,,,,,1561.25,1.3045200E-04,,,830
,,,,,,,,,,1562.5,1.2931300E-04,,,831
,,,,,,,,,,1563.75,1.2692800E-04,,,832
,,,,,,,,,,1565,1.2578400E-04,,,833
,,,,,,,,,,1566.25,1.2463800E-04,,,834
,,,,,,,,,,1567.5,1.2349000E-04,,,835
,,,,,,,,,,1568.75,1.2234000E-04,,,836
,,,,,,,,,,1570,1.2106400E-04,,,837
,,,,,,,,,,1571.25,1.1815900E-04,,,838
,,,,,,,,,,1572.5,1.1700200E-04,,,839
,,,,,,,,,,1573.75,1.1584200E-04,,,840
,,,,,,,,,,1575,1.1480600E-04,,,841
,,,,,,,,,,1576.25,1.1389400E-04,,,842
,,,,,,,,,,1577.5,1.1272900E-04,,,843
,,,,,,,,,,1578.75,1.1181300E-04,,,844
,,,,,,,,,,1580,1.1077000E-04,,,845
,,,,,,,,,,1581.25,1.0985100E-04,,,846
,,,,,,,,,,1582.5,1.0893100E-04,,,847
,,,,,,,,,,1583.75,1.0800800E-04,,,848
,,,,,,,,,,1585,1.0708500E-04,,,849
,,,,,,,,,,1586.25,1.0628500E-04,,,850
,,,,,,,,,,1587.5,1.0535900E-04,,,851
,,,,,,,,,,1588.75,1.0455700E-04,,,852
,,,,,,,,,,1590,1.0375300E-04,,,853
,,,,,,,,,,1591.25,1.0294800E-04,,,854
,,,,,,,,,,1592.5,1.0214200E-04,,,855
,,,,,,,,,,1593.75,1.0146100E-04,,,856
,,,,,,,,,,1595,1.0065200E-04,,,857
,,,,,,,,,,1596.25,1.0009600E-04,,,858
,,,,,,,,,,1597.5,9.9284600E-05,,,859
,,,,,,,,,,1598.75,9.8599000E-05,,,860
,,,,,,,,,,1600,9.7912100E-05,,,861
,,,,,,,,,,1601.25,9.7224100E-05,,,862
,,,,,,,,,,1602.5,9.6662400E-05,,,863
,,,,,,,,,,1603.75,9.5972000E-05,,,864
,,,,,,,,,,1605,9.5408200E-05,,,865
,,,,,,,,,,1606.25,9.4843400E-05,,,866
,,,,,,,,,,1607.5,9.4277600E-05,,,867
,,,,,,,,,,1608.75,9.3582800E-05,,,868
,,,,,,,,,,1610,9.3143000E-05,,,869
,,,,,,,,,,1611.25,9.2574300E-05,,,870
,,,,,,,,,,1612.5,9.2132800E-05,,,871
,,,,,,,,,,1613.75,9.1433700E-05,,,872
,,,,,,,,,,1615,9.1119000E-05,,,873
,,,,,,,,,,1616.25,9.0546400E-05,,,874
,,,,,,,,,,1617.5,9.0101600E-05,,,875
,,,,,,,,,,1618.75,8.9527100E-05,,,876
,,,,,,,,,,1620,8.9209500E-05,,,877
,,,,,,,,,,1621.25,8.8633300E-05,,,878
,,,,,,,,,,1622.5,8.8314300E-05,,,879
,,,,,,,,,,1623.75,8.7736300E-05,,,880
,,,,,,,,,,1625,8.7415900E-05,,,881
,,,,,,,,,,1626.25,8.6965400E-05,,,882
,,,,,,,,,,1627.5,8.6643800E-05,,,883
,,,,,,,,,,1628.75,8.6191900E-05,,,884
,,,,,,,,,,1630,8.5868900E-05,,,885
,,,,,,,,,,1631.25,8.5545300E-05,,,886
,,,,,,,,,,1632.5,8.5221100E-05,,,887
,,,,,,,,,,1633.75,8.4766300E-05,,,888
,,,,,,,,,,1635,8.4571000E-05,,,889
,,,,,,,,,,1636.25,8.4114800E-05,,,890
,,,,,,,,,,1637.5,8.3788100E-05,,,891
,,,,,,,,,,1638.75,8.3460900E-05,,,892
,,,,,,,,,,1640,8.3263500E-05,,,893
,,,,,,,,,,1641.25,8.2935100E-05,,,894
,,,,,,,,,,1642.5,8.2606200E-05,,,895
,,,,,,,,,,1643.75,8.2407400E-05,,,896
,,,,,,,,,,1645,8.1946500E-05,,,897
,,,,,,,,,,1646.25,8.1877800E-05,,,898
,,,,,,,,,,1647.5,8.1546600E-05,,,899
,,,,,,,,,,1648.75,8.1346100E-05,,,900
,,,,,,,,,,1650,8.1013800E-05,,,901
,,,,,,,,,,1651.25,8.0943800E-05,,,902
,,,,,,,,,,1652.5,8.0610600E-05,,,903
,,,,,,,,,,1653.75,8.0540000E-05,,,904
,,,,,,,,,,1655,8.0205700E-05,,,905
,,,,,,,,,,1656.25,8.0134500E-05,,,906
,,,,,,,,,,1657.5,7.9931200E-05,,,907
,,,,,,,,,,1658.75,7.9859500E-05,,,908
,,,,,,,,,,1660,7.9523400E-05,,,909
,,,,,,,,,,1661.25,7.9583200E-05,,,910
,,,,,,,,,,1662.5,7.9378500E-05,,,911
,,,,,,,,,,1663.75,7.9438200E-05,,,912
,,,,,,,,,,1665,7.9100400E-05,,,913
,,,,,,,,,,1666.25,7.9292400E-05,,,914
,,,,,,,,,,1667.5,7.9219200E-05,,,915
,,,,,,,,,,1668.75,7.9145800E-05,,,916
,,,,,,,,,,1670,7.8939300E-05,,,917
,,,,,,,,,,1671.25,7.8865400E-05,,,918
,,,,,,,,,,1672.5,7.8924300E-05,,,919
,,,,,,,,,,1673.75,7.8850100E-05,,,920
,,,,,,,,,,1675,7.8642400E-05,,,921
,,,,,,,,,,1676.25,7.8701100E-05,,,922
,,,,,,,,,,1677.5,7.8626300E-05,,,923
,,,,,,,,,,1678.75,7.8551300E-05,,,924
,,,,,,,,,,1680,7.8342400E-05,,,925
,,,,,,,,,,1681.25,7.8266900E-05,,,926
,,,,,,,,,,1682.5,7.8325100E-05,,,927
,,,,,,,,,,1683.75,7.8115300E-05,,,928
,,,,,,,,,,1685,7.8173300E-05,,,929
,,,,,,,,,,1686.25,7.8097100E-05,,,930
,,,,,,,,,,1687.5,7.8155000E-05,,,931
,,,,,,,,,,1688.75,7.8078500E-05,,,932
,,,,,,,,,,1690,7.8001800E-05,,,933
,,,,,,,,,,1691.25,7.7924900E-05,,,934
,,,,,,,,,,1692.5,7.7847900E-05,,,935
,,,,,,,,,,1693.75,7.7905300E-05,,,936
,,,,,,,,,,1695,7.8097700E-05,,,937
,,,,,,,,,,1696.25,7.9910100E-05,,,938
,,,,,,,,,,1697.5,7.9969000E-05,,,939
,,,,,,,,,,1698.75,8.0027900E-05,,,940
,,,,,,,,,,1700,8.0086800E-05,,,941
,,,,,,,,,,1701.25,8.0010300E-05,,,942
,,,,,,,,,,1702.5,8.0069100E-05,,,943
,,,,,,,,,,1703.75,8.0263400E-05,,,944
,,,,,,,,,,1705,8.0593700E-05,,,945
,,,,,,,,,,1706.25,8.0788500E-05,,,946
,,,,,,,,,,1707.5,8.1119500E-05,,,947
,,,,,,,,,,1708.75,8.1042900E-05,,,948
,,,,,,,,,,1710,8.1102200E-05,,,949
,,,,,,,,,,1711.25,8.1297600E-05,,,950
,,,,,,,,,,1712.5,8.1357000E-05,,,951
,,,,,,,,,,1713.75,8.1689200E-05,,,952
,,,,,,,,,,1715,8.1885200E-05,,,953
,,,,,,,,,,1716.25,8.2218100E-05,,,954
,,,,,,,,,,1717.5,8.2141300E-05,,,955
,,,,,,,,,,1718.75,8.2201000E-05,,,956
,,,,,,,,,,1720,8.2397700E-05,,,957
,,,,,,,,,,1721.25,8.2731500E-05,,,958
,,,,,,,,,,1722.5,8.3065800E-05,,,959
,,,,,,,,,,1723.75,8.3400400E-05,,,960
,,,,,,,,,,1725,8.3735400E-05,,,961
,,,,,,,,,,1726.25,8.3796100E-05,,,962
,,,,,,,,,,1727.5,8.3719300E-05,,,963
,,,,,,,,,,1728.75,8.4055000E-05,,,964
,,,,,,,,,,1730,8.4253400E-05,,,965
,,,,,,,,,,1731.25,8.4589900E-05,,,966
,,,,,,,,,,1732.5,8.4788800E-05,,,967
,,,,,,,,,,1733.75,8.4850000E-05,,,968
,,,,,,,,,,1735,8.5049200E-05,,,969
,,,,,,,,,,1736.25,8.5110500E-05,,,970
,,,,,,,,,,1737.5,8.5448300E-05,,,971
,,,,,,,,,,1738.75,8.5648100E-05,,,972
,,,,,,,,,,1740,8.5848200E-05,,,973
,,,,,,,,,,1741.25,8.5494200E-05,,,974
,,,,,,,,,,1742.5,8.5555500E-05,,,975
,,,,,,,,,,1743.75,8.5339400E-05,,,976
,,,,,,,,,,1745,8.5400600E-05,,,977
,,,,,,,,,,1746.25,8.5044800E-05,,,978
,,,,,,,,,,1747.5,8.4966700E-05,,,979
,,,,,,,,,,1748.75,8.4610000E-05,,,980
,,,,,,,,,,1750,8.4391900E-05,,,981
